CardNo,CardCount,Money
180245,43,156.89999999999998
180246,80,260.80000000000007
180247,43,144.6
180248,71,224.00000000000003
180249,74,247.40000000000003
180251,39,115.9
180252,69,202.80000000000004
180253,83,270.1
180254,41,179.5
180255,106,384.99999999999994
180257,100,221.70000000000002
180258,86,146.9
180259,68,359.1
180260,37,155.0
180261,85,188.8
180262,86,246.9
180264,92,380.9000000000001
180265,105,259.5
180266,90,169.60000000000008
180267,78,232.89999999999998
180268,100,285.21000000000004
180269,43,102.60000000000002
180272,52,142.3
180273,39,141.89999999999998
180274,125,279.5
180275,66,139.5
180276,103,380.49999999999994
180277,71,246.39999999999995
180278,114,334.7
180279,73,399.0
180280,82,328.4
180281,71,315.1
180282,122,447.7999999999999
180283,73,309.9
180284,1,92.16
180285,47,236.4
180286,101,218.79999999999987
180287,111,366.1
180288,149,678.8000000000001
180291,55,168.69999999999993
180292,54,147.69999999999996
180293,122,522.9000000000003
180294,51,176.60000000000002
180295,101,475.0000000000001
180296,96,288.6
180297,52,126.90000000000002
180298,69,167.30000000000004
180299,59,187.60000000000002
180300,20,200.60000000000002
180302,17,94.4
180304,20,125.8
180305,85,274.55000000000007
180306,17,94.3
180308,62,214.8
180309,101,478.00000000000006
180311,39,211.5
180312,35,141.0
180313,148,390.40000000000003
180314,75,483.40000000000003
180315,36,118.80000000000001
180316,103,221.50000000000009
180317,115,266.69999999999993
180318,118,299.9
180319,43,151.00000000000003
180320,53,275.9
180321,66,226.30000000000004
180323,64,209.9
180325,93,544.4000000000001
180326,75,160.0000000000001
180327,40,108.60000000000002
180328,79,377.99999999999994
180331,169,403.3999999999998
180332,104,308.19999999999993
180333,64,170.5
180334,90,286.2
180335,61,141.6
180336,65,390.7000000000001
180337,49,207.69999999999996
180338,68,226.90000000000003
180339,111,262.9000000000001
180340,78,245.8
180341,43,200.59999999999997
180342,153,311.70000000000016
180343,135,436.70000000000016
180344,78,241.99999999999997
180345,121,403.60000000000025
180346,62,294.0
180348,52,234.9
180351,56,236.59999999999997
180352,50,290.20000000000005
180353,72,359.59999999999997
180354,42,254.19999999999996
180355,48,212.6
180356,60,213.09999999999997
180357,59,279.6
180358,54,381.79999999999995
180359,87,152.60000000000005
180360,106,160.30000000000007
180361,65,143.79999999999998
180362,38,199.4
180363,169,526.8999999999997
180364,51,173.50000000000006
180367,170,272.8999999999999
180368,43,105.20000000000003
180369,55,110.70000000000002
180370,28,154.4
180371,120,343.79999999999995
180373,112,341.2
180374,1,99.4
180375,74,536.6999999999999
180377,93,205.8000000000001
180378,36,126.10000000000001
180381,100,152.50000000000003
180382,111,172.70000000000002
180383,96,236.70000000000007
180384,111,324.5
180385,92,324.2999999999999
180386,48,244.49999999999997
180387,94,163.60000000000005
180389,64,243.60000000000002
180390,51,128.5
180391,53,208.49999999999997
180392,104,362.3
180393,85,346.19999999999993
180394,161,258.9
180395,101,235.1
180396,75,224.09999999999997
180397,126,298.30000000000007
180398,83,379.2000000000002
180399,113,387.8
180400,47,121.4
180401,76,193.60000000000005
180402,73,289.2
180403,72,321.09999999999997
180405,77,333.49999999999983
180406,159,280.20000000000005
180407,76,248.6
180408,95,338.5
180409,117,332.7899999999999
180410,60,236.99999999999997
180411,118,325.03
180412,124,225.3000000000001
180414,110,220.00000000000003
180415,99,268.79999999999995
180416,84,195.20000000000007
180417,80,267.00000000000006
180418,1,136.9
180420,82,143.10000000000005
180422,40,78.3
180423,137,263.70000000000005
180424,18,76.49999999999997
180425,70,233.39999999999998
180428,59,402.4000000000001
180430,22,107.6
180431,27,139.0
180432,78,379.1
180433,117,414.0
180435,110,738.3000000000006
180439,100,319.9
180440,55,202.5999999999999
180442,16,130.39999999999998
180443,75,323.2
180444,87,255.2
180445,105,273.59999999999997
180446,64,263.2
180448,85,347.6
180449,69,331.4
180450,87,284.6
180451,135,505.80000000000024
180452,40,92.6
180453,52,223.59999999999997
180454,103,261.2
180455,75,356.09999999999997
180456,80,432.7
180457,123,338.0999999999999
180459,150,427.1999999999997
180460,122,265.3
180461,29,149.5
180462,99,165.60000000000005
180464,94,228.59999999999997
180465,71,330.2
180466,128,316.70000000000005
180467,68,127.5
180468,157,418.50000000000006
180470,74,285.5
180471,52,160.50000000000003
180472,66,308.1
180473,81,277.79999999999995
180474,81,129.80000000000004
180476,60,324.6
180477,129,355.09999999999997
180478,72,305.5
180480,97,260.39999999999986
180482,72,170.0
180483,27,88.60000000000001
180484,76,301.0999999999999
180485,42,157.6
180486,93,235.19999999999996
180488,56,194.00000000000003
180489,65,374.4
180490,61,672.1999999999999
180491,70,337.4000000000001
180492,65,299.49999999999994
180493,146,395.29999999999995
180494,104,292.09999999999997
180495,87,238.49999999999997
180496,71,159.9
180497,107,217.90000000000003
180499,142,400.5
180500,133,396.19999999999993
180501,61,212.1
180502,99,401.30000000000007
180504,83,303.99999999999994
180505,130,640.5000000000001
180506,94,263.79999999999995
180507,24,110.39999999999999
180509,3,34.0
180510,73,426.79999999999995
180511,118,279.7
180512,48,340.69999999999993
180513,39,170.70000000000002
180514,110,294.30000000000007
180515,63,230.90000000000003
180518,148,649.6000000000001
180521,125,283.79999999999995
180522,79,236.6
180523,133,379.9
180524,121,492.0000000000001
180526,147,549.7000000000003
180527,127,255.69999999999996
180528,148,390.5
180531,101,385.1
180532,1,122.3
180533,67,303.29999999999995
180536,72,234.39999999999995
180537,97,406.59999999999997
180538,43,210.49999999999997
180540,112,479.3000000000001
180541,6,25.0
180544,74,275.29999999999995
180545,114,523.8
180546,78,312.1999999999999
180547,78,302.9
180548,90,218.70000000000002
180549,62,141.20000000000005
180551,134,287.79999999999995
180552,57,148.89999999999998
180553,29,85.8
180554,86,323.08999999999986
180555,85,194.49999999999994
180556,58,160.0
180557,76,264.59999999999997
180558,81,173.79999999999995
180559,37,246.8
180560,106,245.79999999999995
180561,88,261.29999999999995
180562,25,122.3
180563,88,379.3
180564,42,101.50000000000001
180566,48,237.2
180567,78,299.29999999999995
180569,74,310.9
180570,3,11.2
180571,85,333.9
180572,69,402.59999999999997
180574,51,160.89999999999998
180576,91,382.80000000000007
180577,22,46.8
180578,107,472.6
180579,74,325.2
180580,1,0.5
180581,108,361.49999999999994
180584,106,459.9
180586,88,220.99999999999997
180587,132,325.29999999999984
180588,93,305.3
180589,80,340.18999999999994
180590,76,260.7
180591,108,248.20000000000002
180593,180,440.1999999999997
180594,48,129.2
180595,14,45.1
180597,133,399.6
180598,114,503.2000000000001
180600,61,254.8
180601,124,336.4999999999998
180602,99,302.15999999999997
180603,91,293.2999999999999
180604,1,192.2
180605,48,243.0
180607,166,602.1499999999999
180608,7,24.9
180609,148,343.5999999999999
180610,106,270.4
180611,119,294.9
180612,126,425.39
180613,77,330.29999999999995
180614,140,344.0999999999999
180615,105,404.3999999999999
180616,31,98.8
180617,95,337.1000000000001
180619,56,162.1
180620,67,386.6000000000001
180621,1,5.5
180622,182,425.8800000000002
180624,118,269.50000000000006
180625,75,174.29999999999993
180626,7,30.0
180627,24,150.89999999999998
180631,133,348.60000000000014
180633,50,200.69999999999996
180634,107,553.7
180636,25,99.5
180637,76,173.39999999999998
180638,58,293.7
180639,36,167.3
180640,104,313.5999999999999
180641,127,291.1
180642,91,218.79999999999998
180644,150,295.8999999999999
180645,21,147.79999999999998
180646,1,123.6
180649,139,458.39999999999986
180650,178,402.09999999999974
180651,155,367.4999999999998
180652,84,211.89999999999998
180655,73,518.4
180657,1,213.4
180658,46,207.59999999999994
180660,53,220.29999999999998
180661,5,15.6
180662,135,420.69999999999993
180663,55,243.49999999999994
180665,151,341.6999999999998
180666,115,185.20000000000007
180669,180,339.2999999999999
180672,165,337.79999999999995
180674,119,597.9000000000002
180676,64,304.2
180678,82,385.29999999999995
180679,72,233.29999999999998
180680,33,127.60000000000001
180681,97,287.73999999999995
180682,155,295.0
180683,93,336.19999999999993
180685,82,373.6
180686,87,288.80000000000007
180687,93,237.90000000000006
180688,132,356.7
180689,94,429.6
180690,136,287.9
180691,117,264.30000000000007
180692,101,246.30000000000007
180693,68,213.79999999999995
180694,98,334.73999999999995
180695,128,281.70000000000005
180698,28,179.5
180699,68,343.4
180700,164,525.8600000000001
180701,72,214.7
180702,30,165.0
180704,74,363.70000000000005
180705,69,390.5
180706,88,395.0999999999999
180709,83,272.0
180710,39,155.39999999999998
180711,108,381.2999999999999
180712,76,201.80000000000004
180713,67,253.1
180714,188,354.2999999999999
180715,118,356.69999999999993
180716,71,227.69999999999996
180717,58,199.29999999999998
180719,48,115.39999999999999
180721,91,307.19999999999993
180722,118,230.20000000000007
180723,37,180.1
180724,59,329.6
180725,61,261.0999999999999
180726,133,485.9999999999997
180727,60,172.70000000000002
180728,173,603.8999999999999
180729,82,212.58999999999997
180730,78,211.3
180731,57,190.69999999999996
180732,142,539.3000000000001
180733,61,220.8
180734,44,189.8
180735,96,330.29999999999995
180737,74,287.0999999999999
180738,150,445.79999999999984
180739,19,148.0
180740,89,664.5
180742,146,447.1999999999998
180743,1,2.3
180744,122,319.1
180746,1,35.5
180747,148,351.69999999999993
180748,88,347.54
180749,87,195.8
180751,141,619.2000000000002
180752,154,472.9000000000002
180753,75,260.0999999999999
180755,37,200.89999999999998
180756,123,454.1000000000001
180758,88,398.59999999999997
180759,66,287.4
180762,52,193.5
180763,94,269.69999999999993
180764,161,668.2000000000003
180765,139,568.5000000000001
180766,124,465.60000000000014
180767,114,257.70000000000005
180768,68,219.5
180769,47,116.10000000000001
180770,50,227.7
180771,106,384.29999999999984
180772,87,227.90000000000003
180773,84,311.2999999999999
180774,78,227.5
180775,32,198.0
180777,74,318.59999999999997
180778,155,398.69999999999993
180779,104,273.1
180780,134,323.0999999999998
180781,88,272.80000000000007
180782,1,78.2
180783,95,233.1000000000001
180784,64,189.90000000000006
180785,120,237.8
180786,2,1.0
180787,100,303.90000000000003
180788,101,256.40000000000003
180789,19,66.5
180790,75,283.40000000000003
180792,127,248.1
180793,122,371.4999999999999
180794,118,233.5999999999999
180795,50,148.4
180796,151,420.89999999999975
180797,175,362.4999999999999
180799,54,197.8
180800,155,516.3999999999997
180801,103,316.7
180802,104,359.2
180803,68,324.59999999999997
180805,1,83.5
180806,134,383.98999999999995
180808,122,251.50000000000017
180809,111,361.4
180810,58,189.09999999999997
180811,26,168.39999999999998
180812,88,321.5999999999999
180813,59,382.6
180814,118,409.1
180815,116,257.40000000000003
180816,171,385.70000000000044
180817,105,223.99999999999997
180818,149,477.9999999999998
180819,59,198.49999999999997
180820,88,236.44
180822,106,211.90000000000003
180823,106,386.99999999999994
180824,64,257.0
180825,30,117.20000000000002
180826,39,130.0
180827,84,341.7
180830,83,327.0999999999999
180831,66,312.4
180832,108,405.20000000000005
180833,77,212.29999999999998
180835,53,205.6
180836,52,218.2
180838,74,165.20000000000002
180839,60,381.8999999999999
180840,64,204.89999999999998
180841,86,326.5999999999999
180843,103,218.10000000000008
180844,80,320.79999999999995
180846,117,424.59999999999997
180847,98,289.6
180848,36,124.70000000000002
180849,145,333.39999999999986
180850,106,340.99999999999994
180851,112,347.4000000000001
180853,96,314.49999999999994
180854,94,296.0999999999999
180855,69,306.9
180856,122,269.29999999999995
180858,82,371.00000000000006
180859,9,38.9
180860,118,448.5
180861,38,149.4
180862,91,351.29999999999995
180863,79,208.4
180864,103,312.9
180865,124,232.6999999999999
180866,86,278.79999999999995
180867,72,299.19999999999993
180868,96,230.19999999999993
180870,81,323.5
180871,72,147.80000000000004
180872,135,329.6999999999998
180908,8,71.5
180915,46,247.7
180916,103,353.0
180917,76,157.49999999999997
180918,2,100.0
180920,181,770.9000000000003
180921,192,496.29999999999967
180922,7,16.8
180924,11,34.0
180926,92,393.1
180927,14,76.10000000000001
180928,72,267.8999999999999
180931,110,479.70000000000005
180932,56,243.69999999999993
180933,81,307.59999999999997
180934,74,401.1
180935,36,100.4
180936,22,114.39999999999999
180937,14,75.0
180938,42,275.7
180941,1,1.2
180942,177,450.9
180944,1,43.92
180945,24,161.9
180946,37,150.2
180947,80,300.7
180949,70,280.99999999999994
180954,1,3.0
180971,1,6.0
180973,5,31.0
180974,6,42.0
180977,3,4.4
180986,39,88.3
180987,24,69.5
180992,7,81.0
180993,82,255.49999999999994
180994,54,134.59999999999997
181010,1,2.15
181011,66,256.69999999999993
181012,28,130.29999999999998
181013,123,350.3
181014,20,89.0
181015,139,270.59999999999997
181016,110,506.70000000000016
181017,89,217.89999999999998
181018,120,405.1000000000001
181019,111,523.6999999999999
181020,45,182.0
181021,61,280.80000000000007
181022,118,362.29999999999995
181024,46,156.5
181025,102,181.0
181026,130,524.0999999999999
181028,60,159.7
181029,104,258.3499999999999
181030,124,322.50000000000006
181031,64,342.19999999999993
181032,110,235.9
181033,1,18.2
181034,103,520.9000000000001
181035,126,311.19999999999993
181036,68,305.7
181038,1,69.6
181039,1,104.8
181041,100,153.00000000000006
181042,133,530.6999999999999
181045,77,488.19999999999993
181046,92,251.0
181047,74,247.59999999999997
181048,19,60.5
181049,49,154.60000000000002
181050,51,338.09999999999997
181051,49,226.1
181052,46,313.9
181053,89,288.8999999999999
181054,4,33.0
181055,55,219.99999999999997
181056,32,190.0
181058,131,597.3999999999999
181059,55,283.9
181060,72,334.8
181061,49,278.6
181062,94,467.59999999999997
181063,181,679.9000000000003
181064,54,286.6
181065,68,299.09999999999997
181066,97,425.6999999999999
181067,91,349.9
181068,115,499.3000000000001
181069,84,481.9
181070,77,353.09999999999997
181071,99,408.55000000000007
181073,112,514.8000000000001
181077,80,318.29999999999995
181078,155,748.0000000000003
181079,170,403.3999999999995
181080,151,270.3999999999999
181081,124,591.5000000000001
181083,167,539.1000000000001
181084,107,303.40000000000003
181086,166,522.4000000000001
181087,64,137.39999999999998
181090,76,413.40000000000003
181091,101,385.49999999999994
181092,31,73.0
181093,94,219.79999999999987
181094,85,496.70000000000005
181095,104,488.1000000000001
181096,93,598.6000000000001
181098,49,286.59999999999997
181099,146,449.5999999999999
181100,68,399.5
181101,69,401.8
181102,166,432.1000000000003
181103,87,402.9
181104,46,181.5
181105,90,366.4999999999999
181106,82,281.70000000000005
181107,159,468.3000000000003
181108,118,457.0
181110,107,419.90000000000003
181111,80,228.3999999999999
181112,105,545.0
181113,69,207.99999999999994
181114,73,242.29999999999995
181115,74,492.1000000000001
181116,139,404.2000000000003
181117,96,518.2
181119,40,109.40000000000002
181120,65,340.7
181122,78,668.4000000000001
181123,69,165.6
181124,57,252.89999999999995
181125,111,382.2000000000001
181126,126,500.5000000000001
181127,17,52.4
181128,94,261.9999999999999
181130,42,191.79999999999998
181133,165,675.4000000000004
181134,18,37.5
181135,54,182.99999999999997
181136,157,509.7000000000004
181138,93,457.1000000000001
181139,104,340.8
181142,106,531.3000000000001
181144,178,574.2800000000002
181145,129,402.7000000000003
181147,62,261.30999999999995
181148,47,261.5
181149,4,35.0
181150,157,388.6000000000002
181151,114,519.3000000000001
181152,84,410.2999999999998
181153,41,98.19999999999997
181154,49,223.79999999999998
181155,176,488.40000000000026
181156,119,257.6999999999998
181157,61,202.69999999999987
181158,89,418.7
181159,61,180.39999999999995
181160,76,240.0
181162,75,492.0
181163,64,269.4
181164,42,107.80000000000001
181167,104,367.90000000000003
181168,130,493.3000000000002
181172,153,491.49999999999994
181173,1,7.0
181175,40,196.99999999999997
181176,131,362.4999999999999
181177,50,467.4000000000001
181178,21,92.5
181179,93,415.7000000000001
181180,32,111.20000000000002
181181,47,507.6
181182,134,541.0
181183,48,198.9
181184,52,272.09999999999997
181185,67,186.9
181186,81,199.39999999999998
181188,118,256.79999999999995
181189,86,225.00000000000003
181191,121,532.2999999999997
181192,134,407.70000000000005
181193,55,106.19999999999997
181194,87,431.0000000000002
181196,102,331.5999999999999
181197,53,228.09999999999997
181198,127,249.69999999999996
181199,84,276.8
181201,86,415.90000000000003
181202,112,323.0
181203,86,438.19000000000005
181204,77,148.10000000000002
181206,9,55.8
181212,21,97.4
181215,86,450.0000000000001
181216,10,44.1
181222,67,179.09999999999997
181225,53,258.6
181227,2,1.7999999999999998
181228,109,480.49999999999994
181231,126,509.8000000000001
181232,8,30.1
181233,40,119.5
181234,70,245.58999999999997
181235,99,466.1000000000001
181236,1,32.2
181237,111,297.59999999999997
181239,6,23.5
181240,44,369.29999999999995
181241,29,200.2
181243,213,754.6599999999997
181244,185,592.59
181245,27,141.9
181246,59,223.89999999999995
181249,1,36.85
181250,112,371.20000000000016
181252,47,174.39999999999995
181253,63,299.29999999999995
181254,92,339.9
181255,90,391.7
181256,66,217.79999999999998
181257,73,186.50000000000003
181258,62,278.19999999999993
181259,38,141.3
181260,109,405.90000000000003
181262,44,491.9
181263,149,359.4
181264,52,161.50000000000003
181266,75,335.1
181268,142,321.4
181269,63,220.7
181270,61,362.2
181271,99,477.6
181272,1,29.9
181273,85,306.89999999999986
181274,96,324.79999999999995
181275,148,362.0999999999999
181277,52,579.8
181278,70,243.39999999999995
181279,59,495.1000000000001
181280,85,368.70000000000005
181281,99,508.9
181282,87,353.79999999999995
181283,72,326.3
181284,64,188.60000000000002
181285,87,283.49999999999994
181289,79,382.5
181291,85,264.59999999999997
181292,75,162.99999999999994
181293,129,266.5
181296,17,98.60000000000001
181297,86,264.79999999999995
181298,96,250.79999999999998
181299,82,320.0
181301,109,250.50000000000003
181302,81,673.2
181303,74,339.8
181305,98,419.99999999999994
181308,107,219.29999999999993
181309,78,315.4
181310,98,201.20000000000005
181311,95,276.1
181312,144,373.19999999999993
181313,47,237.7
181314,87,454.6000000000005
181315,51,893.7
181316,123,490.59999999999985
181317,42,224.7
181318,90,375.9000000000001
181320,106,288.4
181321,109,286.20000000000005
181322,166,314.1999999999999
181323,128,319.30000000000007
181325,96,322.00000000000006
181327,211,559.1000000000004
181328,51,287.5
181331,100,563.2000000000002
181332,92,361.9000000000001
181333,64,360.09999999999997
181334,32,447.50000000000006
181335,96,430.40000000000015
181336,58,300.30000000000007
181337,57,240.99999999999997
181338,137,570.6000000000003
181339,130,417.0000000000001
181340,65,335.8
181342,68,384.09999999999997
181343,138,629.2000000000003
181344,129,606.0000000000002
181345,70,374.70000000000005
181346,160,365.1000000000002
181348,159,498.2000000000003
181349,72,171.69999999999993
181350,62,291.2
181351,24,118.5
181352,51,516.8000000000001
181353,65,318.5
181354,117,481.10000000000014
181355,131,428.8000000000002
181356,168,472.30000000000035
181357,10,67.5
181359,78,414.8
181360,57,360.2
181362,72,387.1
181364,60,335.79999999999995
181365,72,346.4
181366,99,536.4000000000001
181368,72,396.8
181369,38,306.9
181371,49,249.5
181372,63,376.3
181373,38,121.39999999999999
181374,109,760.2
181376,27,147.0
181377,18,91.4
181378,58,281.8
181379,127,313.9000000000001
181380,73,343.5999999999999
181381,94,320.19999999999993
181383,131,391.50000000000006
181384,162,520.1000000000003
181385,67,392.0
181386,67,274.2
181387,126,432.3000000000002
181388,31,87.10000000000001
181389,109,671.9
181390,64,496.80000000000007
181391,100,395.20000000000016
181394,3,7.1
181395,2,7.5
181396,130,339.50000000000006
181397,10,21.6
181398,77,359.79999999999995
181399,1,63.4
181402,100,321.2000000000001
181403,35,211.70000000000002
181404,72,312.70000000000005
181405,60,192.0
181406,51,231.09999999999997
181407,76,382.09999999999997
181408,141,432.85000000000025
181409,186,428.7000000000003
181410,62,230.5
181411,125,309.99999999999994
181412,61,297.4
181413,121,661.2000000000004
181414,147,316.3000000000001
181415,142,335.9000000000001
181416,266,676.0000000000008
181417,160,498.60000000000036
181418,101,426.3000000000001
181419,14,76.3
181421,161,488.20000000000044
181422,11,62.0
181423,29,101.09000000000002
181424,125,353.9000000000001
181426,54,144.29999999999995
181427,12,46.5
181429,33,101.79999999999998
181431,48,111.79999999999998
181432,87,493.49999999999994
181434,125,390.69999999999993
181436,123,402.0999999999999
181437,52,128.29999999999998
181439,75,186.09999999999994
181440,6,22.900000000000002
181441,40,122.20000000000002
181442,118,328.6000000000001
181443,171,470.10000000000025
181444,82,267.35
181445,152,495.9000000000002
181446,169,470.7000000000004
181447,111,286.0
181448,126,379.1000000000001
181449,77,183.19999999999996
181450,36,76.4
181451,74,198.79999999999995
181452,76,288.5
181453,110,384.3000000000002
181455,108,207.59999999999994
181456,96,513.0
181457,123,534.8499999999999
181458,103,385.5
181459,144,632.2000000000002
181460,39,127.89999999999999
181461,97,207.39999999999998
181462,185,426.2000000000004
181463,56,144.2
181464,88,298.5
181465,153,458.90000000000015
181468,1,134.7
181469,7,27.0
181470,152,336.40000000000003
181471,103,432.5000000000002
181472,103,417.00000000000006
181473,93,385.09999999999985
181474,21,68.6
181475,102,328.20000000000005
181476,87,313.40000000000003
181478,2,4.5
181479,96,763.8000000000001
181480,122,376.99999999999983
181481,128,415.6000000000002
181483,82,676.7
181484,42,200.39999999999998
181485,50,252.2
181487,174,615.9000000000003
181488,104,325.40000000000003
181489,118,528.9
181490,193,760.1000000000004
181491,61,274.99999999999994
181492,44,201.09999999999997
181493,144,421.40000000000026
181495,98,456.7
181496,60,298.69999999999993
181497,93,931.4
181498,100,504.9
181500,95,413.29999999999995
181501,70,404.09999999999997
181502,52,308.0
181503,90,413.6
181504,118,553.6000000000001
181505,119,578.7
181506,62,394.59999999999997
181507,67,314.1
181508,71,315.9
181509,43,236.5
181510,45,225.99999999999997
181511,101,391.8000000000001
181512,73,398.0
181513,77,319.70000000000005
181514,130,723.2000000000002
181515,98,326.00000000000006
181516,125,579.0
181517,106,663.3000000000001
181519,147,398.5
181520,95,478.29999999999995
181521,122,521.4000000000002
181523,56,536.0
181524,67,307.70000000000005
181525,75,404.79999999999995
181526,75,364.5
181527,56,382.7
181528,70,264.0999999999999
181529,117,442.90000000000026
181530,69,298.7
181531,111,575.5
181532,112,672.5000000000001
181533,24,150.0
181534,99,364.1
181535,74,311.4
181536,83,504.0
181537,43,237.79999999999995
181538,109,560.3
181539,88,256.2999999999999
181540,46,100.79999999999998
181541,97,579.5
181542,99,346.90000000000003
181543,73,330.3999999999999
181545,101,396.59999999999997
181546,64,635.1999999999999
181547,93,412.69999999999993
181548,128,372.69999999999976
181549,103,340.2
181550,109,512.6
181551,72,468.4
181552,127,422.40000000000015
181554,157,327.4
181555,77,248.59999999999994
181556,169,412.3000000000001
181557,93,424.2
181558,104,586.3
181559,114,287.40000000000003
181560,153,481.9000000000002
181561,129,477.40000000000003
181562,116,502.1000000000001
181563,124,331.30000000000007
181564,144,380.30000000000024
181565,82,303.59999999999997
181566,148,423.70000000000005
181567,103,373.9
181568,141,459.9000000000002
181569,55,290.6
181571,169,634.9000000000002
181573,76,324.2
181574,98,431.20000000000005
181575,116,372.49999999999983
181576,57,312.1
181577,123,386.00000000000006
181579,185,411.1999999999996
181580,166,429.60000000000014
181581,110,364.3999999999999
181582,191,568.8000000000004
181583,110,300.69999999999993
181585,29,71.5
181586,19,63.40000000000001
181587,124,378.49999999999983
181588,27,141.4
181589,51,199.1
181590,49,201.9
181591,122,221.30000000000007
181592,14,55.4
181593,47,119.20000000000002
181594,36,170.7
181595,57,522.2
181597,155,841.1
181598,73,280.79999999999995
181599,36,203.5
181601,85,287.7
181603,133,665.9000000000001
181604,177,606.8000000000005
181606,46,227.7
181607,18,87.80000000000001
181609,5,352.0
181610,42,131.5
181611,84,260.40000000000003
181612,84,437.5
181615,106,567.8000000000001
181616,2,11.5
181617,59,237.49999999999994
181618,72,442.0
181619,73,394.9
181620,27,81.9
181621,69,307.80000000000007
181623,90,409.8
181624,88,313.59999999999997
181626,53,279.29999999999995
181627,109,238.7999999999999
181628,115,507.0000000000001
181629,207,626.8000000000005
181630,58,233.99999999999997
181631,91,334.6
181632,19,37.400000000000006
181633,57,226.0
181634,40,271.2
181635,42,86.5
181637,88,392.6000000000001
181638,40,93.7
181639,122,571.3000000000001
181640,84,487.20000000000005
181641,63,311.7
181643,28,87.9
181644,154,547.9000000000001
181646,148,642.8000000000003
181648,83,457.90000000000015
181649,45,217.89999999999998
181650,72,234.69999999999996
181652,92,808.4000000000001
181653,126,394.5000000000001
181655,80,294.5
181656,117,542.3000000000001
181657,67,342.79999999999995
181658,93,422.79999999999995
181659,97,426.6000000000001
181661,124,425.2000000000002
181664,144,448.42000000000013
181665,54,274.8999999999999
181667,113,505.0000000000001
181668,101,398.4
181670,113,439.8000000000002
181672,65,275.0
181673,1,2.5
181674,81,265.1
181675,67,261.0
181676,112,517.5000000000001
181678,34,137.4
181679,90,238.79999999999993
181680,95,382.30000000000007
181681,151,346.3999999999999
181682,37,94.20000000000002
181683,71,393.29999999999995
181685,80,248.4999999999999
181687,1,9.7
181688,88,196.4999999999999
181690,89,330.90000000000003
181691,18,74.30000000000001
181692,97,321.7
181693,85,438.6000000000001
181694,73,129.79999999999995
181695,122,258.6999999999998
181696,42,198.69999999999996
181697,98,227.29999999999993
181698,21,104.6
181699,88,465.5
181701,7,21.700000000000003
181702,52,143.39999999999995
181703,44,184.49999999999997
181704,34,167.91000000000003
181705,90,212.85999999999984
181708,60,585.0
181710,20,84.7
181711,1,10.5
181712,97,536.4
181713,49,148.8
181714,84,284.6
181715,117,387.4999999999999
181716,109,237.79999999999998
181717,1,42.5
181718,78,132.60000000000002
181719,65,862.3000000000001
181720,59,250.70000000000002
181721,36,205.5
181722,84,290.1
181723,104,338.1999999999999
181724,165,434.4
181725,116,401.4999999999999
181727,87,422.69999999999976
181728,82,277.5
181729,117,428.4
181730,101,383.19999999999993
181731,67,177.20000000000005
181732,107,313.7999999999999
181734,105,313.7
181735,87,229.3
181736,40,194.10000000000002
181737,67,299.40000000000003
181738,74,282.69
181739,143,402.3999999999999
181740,158,463.89999999999986
181742,177,344.39999999999986
181743,60,224.80000000000007
181744,87,240.89999999999995
181746,131,375.4999999999999
181747,134,377.3
181748,104,315.4
181750,64,295.7
181751,83,275.89999999999986
181752,69,295.5
181753,98,530.1999999999999
181754,136,259.6999999999998
181755,106,289.5
181756,19,99.4
181760,86,405.4
181761,11,55.1
181762,111,329.70000000000005
181763,47,178.7
181764,41,126.9
181765,129,311.1
181766,54,304.5
181768,81,393.5
181770,30,111.0
181771,47,176.19999999999996
181772,42,195.3
181773,75,297.8
181774,29,120.6
181776,114,358.6000000000001
181777,106,444.2
181778,132,490.50000000000006
181779,10,35.5
181781,102,289.90999999999997
181782,78,388.20000000000005
181783,45,199.79999999999998
181785,85,314.59999999999997
181787,59,222.7
181789,105,482.4
181790,87,346.5999999999999
181792,100,346.9999999999999
181794,50,166.59999999999997
181795,46,211.29999999999998
181796,105,278.79999999999995
181797,57,300.20000000000005
181798,118,439.2000000000001
181800,88,349.70000000000005
181801,25,107.7
181802,47,246.7
181803,96,571.5
181804,18,47.2
181805,56,232.89999999999998
181807,85,407.7
181808,63,245.2
181809,10,36.2
181812,66,177.99999999999991
181816,49,258.4
181817,55,304.1
181818,51,213.4
181821,58,258.70000000000005
181822,53,347.0
181823,34,263.3
181826,77,405.10000000000014
181828,12,54.2
181829,67,305.66
181830,61,335.29999999999995
181831,96,451.9000000000001
181832,69,542.8
181833,108,371.89999999999986
181834,43,261.4
181838,86,601.4
181839,13,79.0
181840,60,335.99999999999994
181841,86,498.4999999999999
181842,87,407.9
181845,94,238.89999999999998
181846,98,406.49999999999994
181847,95,265.69999999999993
181848,109,277.6
181850,6,30.5
181852,117,394.1000000000001
181853,68,228.10000000000002
181854,79,352.4
181855,117,407.09999999999997
181856,85,308.09999999999997
181857,87,371.3
181858,51,196.29999999999995
181859,20,94.19999999999997
181861,146,510.8
181863,132,437.25000000000006
181864,79,295.3999999999999
181865,124,310.0
181866,107,307.49999999999994
181867,97,403.6
181868,38,201.0
181869,101,343.09999999999997
181870,66,304.7
181871,161,374.3
181874,64,253.79999999999998
181876,160,423.59999999999985
181877,22,61.8
181878,36,66.30000000000001
181879,110,469.0
181880,82,426.2
181881,66,489.1
181883,167,347.0
